OBJECTID,Station_ID,Sample_Year,Waterbody_Name,Sample_Type,Fish_Species,Municipality,Subregional_Basin_Code,Sample_ID,Quantity,County,x,y
58150,16731,2008,Hawleys Brook,Qualitative_electrofishing_presence indicated,"Brook Trout, Wild",WESTON,7200,167312008,111,Fairfield,-73.3439,41.2458
58155,16731,2009,Hawleys Brook,Qualitative_electrofishing_presence indicated,"Brook Trout, Wild",WESTON,7200,167312009,28,Fairfield,-73.3439,41.2458
58161,16731,2010,Hawleys Brook,Qualitative_electrofishing_presence indicated,"Brook Trout, Wild",WESTON,7200,167312010,53,Fairfield,-73.3439,41.2458
58166,16731,2012,Hawleys Brook,Qualitative_electrofishing_presence indicated,"Brook Trout, Wild",WESTON,7200,167312012,36,Fairfield,-73.3439,41.2458
58171,16731,2013,Hawleys Brook,Qualitative_electrofishing_presence indicated,"Brook Trout, Wild",WESTON,7200,167312013,9,Fairfield,-73.3439,41.2458
58175,16731,2014,Hawleys Brook,Qualitative_electrofishing_presence indicated,"Brook Trout, Wild",WESTON,7200,167312014,62,Fairfield,-73.3439,41.2458
58181,16731,2015,Hawleys Brook,Qualitative_electrofishing_presence indicated,"Brook Trout, Wild",WESTON,7200,167312015,118,Fairfield,-73.3439,41.2458
58187,16731,2016,Hawleys Brook,Qualitative_electrofishing_presence indicated,"Brook Trout, Wild",WESTON,7200,167312016,60,Fairfield,-73.3439,41.2458
58195,16731,2017,Hawleys Brook,Qualitative_electrofishing_presence indicated,"Brook Trout, Wild",WESTON,7200,167312017,137,Fairfield,-73.3439,41.2458
58225,16745,1998,Hollenbeck River,Qualitative_electrofishing_presence indicated,"Brook Trout, Wild",CANAAN,6200,167451998,1,Litchfield,-73.33,41.9475
58275,16770,2002,Hurds Brook,Qualitative_electrofishing_presence indicated,"Brook Trout, Wild",MONROE,6024,167702002,74,Fairfield,-73.1903,41.3600000000001
58288,16801,1995,Leadmine Brook,Qualitative_electrofishing_presence indicated,"Brook Trout, Wild",HARWINTON,6908,168011995,7,Litchfield,-73.0544,41.7308
58299,16821,2002,Macedonia Brook,Qualitative_electrofishing_presence indicated,"Brook Trout, Wild",KENT,6015,168212002,130,Litchfield,-73.4947,41.7753000000001
58310,16821,2003,Macedonia Brook,Qualitative_electrofishing_presence indicated,"Brook Trout, Wild",KENT,6015,168212003,36,Litchfield,-73.4947,41.7753000000001
58332,16821,2008,Macedonia Brook,Qualitative_electrofishing_presence indicated,"Brook Trout, Wild",KENT,6015,168212008,2,Litchfield,-73.4947,41.7753000000001
58337,16821,2009,Macedonia Brook,Qualitative_electrofishing_presence indicated,"Brook Trout, Wild",KENT,6015,168212009,3,Litchfield,-73.4947,41.7753000000001
58342,16821,2010,Macedonia Brook,Qualitative_electrofishing_presence indicated,"Brook Trout, Wild",KENT,6015,168212010,15,Litchfield,-73.4947,41.7753000000001
58434,16898,2014,Freeman Hill Brook (Formerly NEGRO HILL BROOK),Qualitative_electrofishing_presence indicated,"Brook Trout, Wild",BURLINGTON,4314,168982014,83,Hartford,-72.9497,41.7253000000001
58440,16898,2015,Freeman Hill Brook (Formerly NEGRO HILL BROOK),Qualitative_electrofishing_presence indicated,"Brook Trout, Wild",BURLINGTON,4314,168982015,51,Hartford,-72.9497,41.7253000000001
58444,16898,2017,Freeman Hill Brook (Formerly NEGRO HILL BROOK),Qualitative_electrofishing_presence indicated,"Brook Trout, Wild",BURLINGTON,4314,168982017,69,Hartford,-72.9497,41.7253000000001
58448,16921,2016,North Branch Pootatuck Brook,Qualitative_electrofishing_presence indicated,"Brook Trout, Wild",NEWTOWN,6020,169212016,20,Fairfield,-73.2839,41.3772000000001
58455,16929,2006,Ocain Brook,Qualitative_electrofishing_presence indicated,"Brook Trout, Wild",GOSHEN,6200,169292006,1,Litchfield,-73.2653,41.8964
58470,16931,2001,Oil Mill Brook,Qualitative_electrofishing_presence indicated,"Brook Trout, Wild",EAST LYME,2203,169312001,16,New London,-72.1915,41.3731000000001
58556,16955,2007,Pequabuck River,Qualitative_electrofishing_presence indicated,"Brook Trout, Wild",PLAINVILLE,4315,169552007,2,Hartford,-72.8767,41.6714000000001
58591,16963,2001,Phelps Brook,Qualitative_electrofishing_presence indicated,"Brook Trout, Wild",NORTH STONINGTON,1004,169632001,10,New London,-71.9143999999999,41.4672
58606,16979,1995,Pond Mountain Brook,Qualitative_electrofishing_presence indicated,"Brook Trout, Wild",KENT,6015,169791995,37,Litchfield,-73.4804999999999,41.7678000000001
58614,16986,2001,Quanduck Brook,Qualitative_electrofishing_presence indicated,"Brook Trout, Wild",STERLING,3501,169862001,2,Windham,-71.8027999999999,41.7306
58644,17009,1994,Roaring Brook,Qualitative_electrofishing_presence indicated,"Brook Trout, Wild",WILLINGTON,3104,170091994,3,Tolland,-72.2825,41.9047
58681,17032,1998,Sawmill Brook,Qualitative_electrofishing_presence indicated,"Brook Trout, Wild",SHERMAN,6401,170321998,40,Fairfield,-73.4933,41.5767000000001
58690,17032,1999,Sawmill Brook,Qualitative_electrofishing_presence indicated,"Brook Trout, Wild",SHERMAN,6401,170321999,28,Fairfield,-73.4933,41.5767000000001
58700,17032,2000,Sawmill Brook,Qualitative_electrofishing_presence indicated,"Brook Trout, Wild",SHERMAN,6401,170322000,24,Fairfield,-73.4933,41.5767000000001
58713,17032,2001,Sawmill Brook,Qualitative_electrofishing_presence indicated,"Brook Trout, Wild",SHERMAN,6401,170322001,32,Fairfield,-73.4933,41.5767000000001
58723,17032,2002,Sawmill Brook,Qualitative_electrofishing_presence indicated,"Brook Trout, Wild",SHERMAN,6401,170322002,43,Fairfield,-73.4933,41.5767000000001
58776,17032,2007,Sawmill Brook,Qualitative_electrofishing_presence indicated,"Brook Trout, Wild",SHERMAN,6401,170322007,34,Fairfield,-73.4933,41.5767000000001
58791,17032,2008,Sawmill Brook,Qualitative_electrofishing_presence indicated,"Brook Trout, Wild",SHERMAN,6401,170322008,17,Fairfield,-73.4933,41.5767000000001
58809,17032,2009,Sawmill Brook,Qualitative_electrofishing_presence indicated,"Brook Trout, Wild",SHERMAN,6401,170322009,1,Fairfield,-73.4933,41.5767000000001
58823,17032,2010,Sawmill Brook,Qualitative_electrofishing_presence indicated,"Brook Trout, Wild",SHERMAN,6401,170322010,16,Fairfield,-73.4933,41.5767000000001
58840,17073,2011,Mill River,Qualitative_electrofishing_presence indicated,"Brook Trout, Wild",FAIRFIELD,7108,170732011,4,Fairfield,-73.2591,41.2147000000001
58850,17073,2012,Mill River,Qualitative_electrofishing_presence indicated,"Brook Trout, Wild",FAIRFIELD,7108,170732012,101,Fairfield,-73.2591,41.2147000000001
58862,17073,2013,Mill River,Qualitative_electrofishing_presence indicated,"Brook Trout, Wild",FAIRFIELD,7108,170732013,2,Fairfield,-73.2591,41.2147000000001
58874,17073,2014,Mill River,Qualitative_electrofishing_presence indicated,"Brook Trout, Wild",FAIRFIELD,7108,170732014,8,Fairfield,-73.2591,41.2147000000001
58884,17073,2015,Mill River,Qualitative_electrofishing_presence indicated,"Brook Trout, Wild",FAIRFIELD,7108,170732015,2,Fairfield,-73.2591,41.2147000000001
58894,17073,2016,Mill River,Qualitative_electrofishing_presence indicated,"Brook Trout, Wild",FAIRFIELD,7108,170732016,1,Fairfield,-73.2591,41.2147000000001
58914,17097,1995,Tankerhoosen River,Qualitative_electrofishing_presence indicated,"Brook Trout, Wild",VERNON,4503,170971995,116,Tolland,-72.453675,41.829893
58921,17097,2000,Tankerhoosen River,Qualitative_electrofishing_presence indicated,"Brook Trout, Wild",VERNON,4503,170972000,173,Tolland,-72.453675,41.829893
58930,17097,2004,Tankerhoosen River,Qualitative_electrofishing_presence indicated,"Brook Trout, Wild",VERNON,4503,170972004,102,Tolland,-72.453675,41.829893
58940,17097,2008,Tankerhoosen River,Qualitative_electrofishing_presence indicated,"Brook Trout, Wild",VERNON,4503,170972008,13,Tolland,-72.453675,41.829893
58946,17097,2009,Tankerhoosen River,Qualitative_electrofishing_presence indicated,"Brook Trout, Wild",VERNON,4503,170972009,39,Tolland,-72.453675,41.829893
58950,17097,2010,Tankerhoosen River,Qualitative_electrofishing_presence indicated,"Brook Trout, Wild",VERNON,4503,170972010,40,Tolland,-72.453675,41.829893
58962,17097,2011,Tankerhoosen River,Qualitative_electrofishing_presence indicated,"Brook Trout, Wild",VERNON,4503,170972011,5,Tolland,-72.453675,41.829893
58972,17097,2012,Tankerhoosen River,Qualitative_electrofishing_presence indicated,"Brook Trout, Wild",VERNON,4503,170972012,12,Tolland,-72.453675,41.829893
58984,17097,2013,Tankerhoosen River,Qualitative_electrofishing_presence indicated,"Brook Trout, Wild",VERNON,4503,170972013,8,Tolland,-72.453675,41.829893
58995,17097,2015,Tankerhoosen River,Qualitative_electrofishing_presence indicated,"Brook Trout, Wild",VERNON,4503,170972015,16,Tolland,-72.453675,41.829893
59010,17100,1999,Tankerhoosen River,Qualitative_electrofishing_presence indicated,"Brook Trout, Wild",VERNON,4503,171001999,59,Tolland,-72.4467,41.8317000000001
59017,17100,2000,Tankerhoosen River,Qualitative_electrofishing_presence indicated,"Brook Trout, Wild",VERNON,4503,171002000,21,Tolland,-72.4467,41.8317000000001
59025,17100,2001,Tankerhoosen River,Qualitative_electrofishing_presence indicated,"Brook Trout, Wild",VERNON,4503,171002001,86,Tolland,-72.4467,41.8317000000001
59032,17100,2004,Tankerhoosen River,Qualitative_electrofishing_presence indicated,"Brook Trout, Wild",VERNON,4503,171002004,29,Tolland,-72.4467,41.8317000000001
59040,17100,2009,Tankerhoosen River,Qualitative_electrofishing_presence indicated,"Brook Trout, Wild",VERNON,4503,171002009,2,Tolland,-72.4467,41.8317000000001
59043,17100,2010,Tankerhoosen River,Qualitative_electrofishing_presence indicated,"Brook Trout, Wild",VERNON,4503,171002010,10,Tolland,-72.4467,41.8317000000001
59051,17100,2011,Tankerhoosen River,Qualitative_electrofishing_presence indicated,"Brook Trout, Wild",VERNON,4503,171002011,1,Tolland,-72.4467,41.8317000000001
59062,17100,2016,Tankerhoosen River,Qualitative_electrofishing_presence indicated,"Brook Trout, Wild",VERNON,4503,171002016,14,Tolland,-72.4467,41.8317000000001
59069,17104,2002,Tatetuck Brook,Qualitative_electrofishing_presence indicated,"Brook Trout, Wild",EASTON,7108,171042002,103,Fairfield,-73.2819,41.2831
59078,17104,2003,Tatetuck Brook,Qualitative_electrofishing_presence indicated,"Brook Trout, Wild",EASTON,7108,171042003,53,Fairfield,-73.2819,41.2831
59086,17172,2006,Wangum Lake Brook,Qualitative_electrofishing_presence indicated,"Brook Trout, Wild",CANAAN,6202,171722006,1,Litchfield,-73.2791999999999,41.9528
59099,17180,2002,West Br Pequonnock River,Qualitative_electrofishing_presence indicated,"Brook Trout, Wild",MONROE,7105,171802002,18,Fairfield,-73.2619,41.3208000000001
59112,17186,2008,Wewaka Brook,Qualitative_electrofishing_presence indicated,"Brook Trout, Wild",BRIDGEWATER,6000,171862008,13,Litchfield,-73.3507999999999,41.4878
59151,17294,2001,Mount Hope River,Qualitative_electrofishing_presence indicated,"Brook Trout, Wild",ASHFORD,3206,172942001,16,Windham,-72.1713,41.8902
59313,17342,2007,Ball Pond Brook,Qualitative_electrofishing_presence indicated,"Brook Trout, Wild",NEW FAIRFIELD,6402,173422007,2,Fairfield,-73.465,41.465
59326,17342,2008,Ball Pond Brook,Qualitative_electrofishing_presence indicated,"Brook Trout, Wild",NEW FAIRFIELD,6402,173422008,1,Fairfield,-73.465,41.465
59353,17367,2004,Fenton River,Qualitative_electrofishing_presence indicated,"Brook Trout, Wild",WILLINGTON,3207,173672004,4,Tolland,-72.23,41.8965000000001
59360,17369,1998,Greenwoods Brook,Qualitative_electrofishing_presence indicated,"Brook Trout, Wild",SHERMAN,6401,173691998,14,Fairfield,-73.5001,41.5717000000001
59364,17369,1999,Greenwoods Brook,Qualitative_electrofishing_presence indicated,"Brook Trout, Wild",SHERMAN,6401,173691999,3,Fairfield,-73.5001,41.5717000000001
59368,17379,1998,Little River,Qualitative_electrofishing_presence indicated,"Brook Trout, Wild",REDDING,7201,173791998,8,Fairfield,-73.3692,41.2919000000001
59375,17379,1999,Little River,Qualitative_electrofishing_presence indicated,"Brook Trout, Wild",REDDING,7201,173791999,14,Fairfield,-73.3692,41.2919000000001
59380,17379,2000,Little River,Qualitative_electrofishing_presence indicated,"Brook Trout, Wild",REDDING,7201,173792000,61,Fairfield,-73.3692,41.2919000000001
59389,17379,2001,Little River,Qualitative_electrofishing_presence indicated,"Brook Trout, Wild",REDDING,7201,173792001,108,Fairfield,-73.3692,41.2919000000001
59398,17379,2002,Little River,Qualitative_electrofishing_presence indicated,"Brook Trout, Wild",REDDING,7201,173792002,40,Fairfield,-73.3692,41.2919000000001
59403,17379,2003,Little River,Qualitative_electrofishing_presence indicated,"Brook Trout, Wild",REDDING,7201,173792003,24,Fairfield,-73.3692,41.2919000000001
59429,17379,2007,Little River,Qualitative_electrofishing_presence indicated,"Brook Trout, Wild",REDDING,7201,173792007,34,Fairfield,-73.3692,41.2919000000001
59435,17379,2008,Little River,Qualitative_electrofishing_presence indicated,"Brook Trout, Wild",REDDING,7201,173792008,20,Fairfield,-73.3692,41.2919000000001
59442,17379,2009,Little River,Qualitative_electrofishing_presence indicated,"Brook Trout, Wild",REDDING,7201,173792009,9,Fairfield,-73.3692,41.2919000000001
59448,17379,2010,Little River,Qualitative_electrofishing_presence indicated,"Brook Trout, Wild",REDDING,7201,173792010,20,Fairfield,-73.3692,41.2919000000001
59454,17379,2011,Little River,Qualitative_electrofishing_presence indicated,"Brook Trout, Wild",REDDING,7201,173792011,13,Fairfield,-73.3692,41.2919000000001
59461,17379,2012,Little River,Qualitative_electrofishing_presence indicated,"Brook Trout, Wild",REDDING,7201,173792012,8,Fairfield,-73.3692,41.2919000000001
59470,17379,2013,Little River,Qualitative_electrofishing_presence indicated,"Brook Trout, Wild",REDDING,7201,173792013,17,Fairfield,-73.3692,41.2919000000001
59477,17379,2014,Little River,Qualitative_electrofishing_presence indicated,"Brook Trout, Wild",REDDING,7201,173792014,11,Fairfield,-73.3692,41.2919000000001
59485,17379,2015,Little River,Qualitative_electrofishing_presence indicated,"Brook Trout, Wild",REDDING,7201,173792015,4,Fairfield,-73.3692,41.2919000000001
59492,17379,2017,Little River,Qualitative_electrofishing_presence indicated,"Brook Trout, Wild",REDDING,7201,173792017,5,Fairfield,-73.3692,41.2919000000001
59501,17384,1995,Macedonia Brook,Qualitative_electrofishing_presence indicated,"Brook Trout, Wild",KENT,6015,173841995,15,Litchfield,-73.4885,41.7844000000001
59508,17384,2002,Macedonia Brook,Qualitative_electrofishing_presence indicated,"Brook Trout, Wild",KENT,6015,173842002,23,Litchfield,-73.4885,41.7844000000001
59525,17391,1999,Mill River,Qualitative_electrofishing_presence indicated,"Brook Trout, Wild",EASTON,7108,173911999,2,Fairfield,-73.254,41.2412
59543,17391,2002,Mill River,Qualitative_electrofishing_presence indicated,"Brook Trout, Wild",EASTON,7108,173912002,2,Fairfield,-73.254,41.2412
59556,17391,2007,Mill River,Qualitative_electrofishing_presence indicated,"Brook Trout, Wild",EASTON,7108,173912007,13,Fairfield,-73.254,41.2412
59562,17391,2008,Mill River,Qualitative_electrofishing_presence indicated,"Brook Trout, Wild",EASTON,7108,173912008,24,Fairfield,-73.254,41.2412
59566,17391,2009,Mill River,Qualitative_electrofishing_presence indicated,"Brook Trout, Wild",EASTON,7108,173912009,107,Fairfield,-73.254,41.2412
59570,17391,2010,Mill River,Qualitative_electrofishing_presence indicated,"Brook Trout, Wild",EASTON,7108,173912010,34,Fairfield,-73.254,41.2412
59575,17391,2011,Mill River,Qualitative_electrofishing_presence indicated,"Brook Trout, Wild",EASTON,7108,173912011,48,Fairfield,-73.254,41.2412
59580,17391,2012,Mill River,Qualitative_electrofishing_presence indicated,"Brook Trout, Wild",EASTON,7108,173912012,61,Fairfield,-73.254,41.2412
59586,17391,2013,Mill River,Qualitative_electrofishing_presence indicated,"Brook Trout, Wild",EASTON,7108,173912013,17,Fairfield,-73.254,41.2412
59592,17391,2014,Mill River,Qualitative_electrofishing_presence indicated,"Brook Trout, Wild",EASTON,7108,173912014,205,Fairfield,-73.254,41.2412
59600,17391,2015,Mill River,Qualitative_electrofishing_presence indicated,"Brook Trout, Wild",EASTON,7108,173912015,112,Fairfield,-73.254,41.2412
59603,17391,2016,Mill River,Qualitative_electrofishing_presence indicated,"Brook Trout, Wild",EASTON,7108,173912016,183,Fairfield,-73.254,41.2412
59608,17391,2017,Mill River,Qualitative_electrofishing_presence indicated,"Brook Trout, Wild",EASTON,7108,173912017,163,Fairfield,-73.254,41.2412
59613,17394,1998,Naromiyocknowhusunkatankshunk Brook (FKA Morrissey Brook),Qualitative_electrofishing_presence indicated,"Brook Trout, Wild",NEW MILFORD,6017,173941998,17,Litchfield,-73.4842,41.6240000000001
59630,17398,2000,Freeman Hill Brook (formerly Negro Hill Brook),Qualitative_electrofishing_presence indicated,"Brook Trout, Wild",BURLINGTON,4314,173982000,70,Hartford,-72.95,41.7254
59634,17398,2001,Freeman Hill Brook (formerly Negro Hill Brook),Qualitative_electrofishing_presence indicated,"Brook Trout, Wild",BURLINGTON,4314,173982001,145,Hartford,-72.95,41.7254
59638,17398,2002,Freeman Hill Brook (formerly Negro Hill Brook),Qualitative_electrofishing_presence indicated,"Brook Trout, Wild",BURLINGTON,4314,173982002,189,Hartford,-72.95,41.7254
59643,17398,2003,Freeman Hill Brook (formerly Negro Hill Brook),Qualitative_electrofishing_presence indicated,"Brook Trout, Wild",BURLINGTON,4314,173982003,49,Hartford,-72.95,41.7254
59648,17398,2005,Freeman Hill Brook (formerly Negro Hill Brook),Qualitative_electrofishing_presence indicated,"Brook Trout, Wild",BURLINGTON,4314,173982005,108,Hartford,-72.95,41.7254
59653,17398,2007,Freeman Hill Brook (formerly Negro Hill Brook),Qualitative_electrofishing_presence indicated,"Brook Trout, Wild",BURLINGTON,4314,173982007,141,Hartford,-72.95,41.7254
59657,17398,2008,Freeman Hill Brook (formerly Negro Hill Brook),Qualitative_electrofishing_presence indicated,"Brook Trout, Wild",BURLINGTON,4314,173982008,71,Hartford,-72.95,41.7254
59661,17398,2009,Freeman Hill Brook (formerly Negro Hill Brook),Qualitative_electrofishing_presence indicated,"Brook Trout, Wild",BURLINGTON,4314,173982009,79,Hartford,-72.95,41.7254
59666,17398,2010,Freeman Hill Brook (formerly Negro Hill Brook),Qualitative_electrofishing_presence indicated,"Brook Trout, Wild",BURLINGTON,4314,173982010,135,Hartford,-72.95,41.7254
59669,17398,2011,Freeman Hill Brook (formerly Negro Hill Brook),Qualitative_electrofishing_presence indicated,"Brook Trout, Wild",BURLINGTON,4314,173982011,27,Hartford,-72.95,41.7254
59674,17398,2013,Freeman Hill Brook (formerly Negro Hill Brook),Qualitative_electrofishing_presence indicated,"Brook Trout, Wild",BURLINGTON,4314,173982013,82,Hartford,-72.95,41.7254
59678,17398,2014,Freeman Hill Brook (formerly Negro Hill Brook),Qualitative_electrofishing_presence indicated,"Brook Trout, Wild",BURLINGTON,4314,173982014,108,Hartford,-72.95,41.7254
59682,17414,2016,Shepaug River,Qualitative_electrofishing_presence indicated,"Brook Trout, Wild",WARREN,6700,174142016,1,Litchfield,-73.2927999999999,41.7185000000001
59693,17430,2014,Tankerhoosen river,Qualitative_electrofishing_presence indicated,"Brook Trout, Wild",VERNON,4503,174302014,10,Tolland,-72.4512999999999,41.8289
59709,17430,2016,Tankerhoosen river,Qualitative_electrofishing_presence indicated,"Brook Trout, Wild",VERNON,4503,174302016,8,Tolland,-72.4512999999999,41.8289
59718,17430,2017,Tankerhoosen river,Qualitative_electrofishing_presence indicated,"Brook Trout, Wild",VERNON,4503,174302017,2,Tolland,-72.4512999999999,41.8289
59728,17433,2017,Trading Cove Brook,Qualitative_electrofishing_presence indicated,"Brook Trout, Wild",MONTVILLE,3001,174332017,21,New London,-72.1024,41.498
59733,17434,2000,Wachocastinook Creek,Qualitative_electrofishing_presence indicated,"Brook Trout, Wild",SALISBURY,6005,174342000,29,Litchfield,-73.4609,42.0046
59736,17434,2001,Wachocastinook Creek,Qualitative_electrofishing_presence indicated,"Brook Trout, Wild",SALISBURY,6005,174342001,31,Litchfield,-73.4609,42.0046
59737,17434,2008,Wachocastinook Creek,Qualitative_electrofishing_presence indicated,"Brook Trout, Wild",SALISBURY,6005,174342008,4,Litchfield,-73.4609,42.0046
59740,17434,2010,Wachocastinook Creek,Qualitative_electrofishing_presence indicated,"Brook Trout, Wild",SALISBURY,6005,174342010,3,Litchfield,-73.4609,42.0046
59742,17436,2001,Wachocastinook Creek,Qualitative_electrofishing_presence indicated,"Brook Trout, Wild",SALISBURY,6005,174362001,8,Litchfield,-73.4417,41.9967
59745,17436,2008,Wachocastinook Creek,Qualitative_electrofishing_presence indicated,"Brook Trout, Wild",SALISBURY,6005,174362008,5,Litchfield,-73.4417,41.9967
59748,17436,2010,Wachocastinook Creek,Qualitative_electrofishing_presence indicated,"Brook Trout, Wild",SALISBURY,6005,174362010,2,Litchfield,-73.4417,41.9967
59751,17455,1995,West Branch Pequonnock River,Qualitative_electrofishing_presence indicated,"Brook Trout, Wild",MONROE,7105,174551995,17,Fairfield,-73.2488999999999,41.301
59836,17638,1999,Mill River,Qualitative_electrofishing_presence indicated,"Brook Trout, Wild",EASTON,7108,176381999,7,Fairfield,-73.252166,41.2368910000001
59841,17654,2001,Reed Brook,Qualitative_electrofishing_presence indicated,"Brook Trout, Wild",CORNWALL,6000,176542001,19,Litchfield,-73.360033,41.9164730000001
59863,17657,1999,Blackberry River,Qualitative_electrofishing_presence indicated,"Brook Trout, Wild",NORFOLK,6100,176571999,4,Litchfield,-73.224781,42.002534
59870,17657,2000,Blackberry River,Qualitative_electrofishing_presence indicated,"Brook Trout, Wild",NORFOLK,6100,176572000,4,Litchfield,-73.224781,42.002534
59900,17761,2007,Battle Swamp Brook,Qualitative_electrofishing_presence indicated,"Brook Trout, Wild",ROXBURY,6700,177612007,101,Litchfield,-73.33167,41.5819300000001
59913,17793,2000,Trading Cove Brook,Qualitative_electrofishing_presence indicated,"Brook Trout, Wild",MONTVILLE,3001,177932000,3,New London,-72.1019699999999,41.4973600000001
59925,17793,2004,Trading Cove Brook,Qualitative_electrofishing_presence indicated,"Brook Trout, Wild",MONTVILLE,3001,177932004,8,New London,-72.1019699999999,41.4973600000001
59933,17793,2005,Trading Cove Brook,Qualitative_electrofishing_presence indicated,"Brook Trout, Wild",MONTVILLE,3001,177932005,9,New London,-72.1019699999999,41.4973600000001
59936,17793,2008,Trading Cove Brook,Qualitative_electrofishing_presence indicated,"Brook Trout, Wild",MONTVILLE,3001,177932008,19,New London,-72.1019699999999,41.4973600000001
59940,17793,2010,Trading Cove Brook,Qualitative_electrofishing_presence indicated,"Brook Trout, Wild",MONTVILLE,3001,177932010,22,New London,-72.1019699999999,41.4973600000001
59943,17793,2011,Trading Cove Brook,Qualitative_electrofishing_presence indicated,"Brook Trout, Wild",MONTVILLE,3001,177932011,10,New London,-72.1019699999999,41.4973600000001
59950,17793,2013,Trading Cove Brook,Qualitative_electrofishing_presence indicated,"Brook Trout, Wild",MONTVILLE,3001,177932013,7,New London,-72.1019699999999,41.4973600000001
59957,17793,2016,Trading Cove Brook,Qualitative_electrofishing_presence indicated,"Brook Trout, Wild",MONTVILLE,3001,177932016,8,New London,-72.1019699999999,41.4973600000001
59965,17829,2000,North Leadmine Brook,Qualitative_electrofishing_presence indicated,"Brook Trout, Wild",ASHFORD,3203,178292000,2,Windham,-72.1640199999999,41.95822
59968,17830,2000,North Leadmine Brook,Qualitative_electrofishing_presence indicated,"Brook Trout, Wild",ASHFORD,3203,178302000,6,Windham,-72.163845,41.9584360000001
59970,17849,2008,Kelly Brook,Qualitative_electrofishing_presence indicated,"Brook Trout, Wild",KILLINGLY,3400,178492008,56,Windham,-71.8318,41.87992
59997,17914,2000,Dark Hollow Brook,Qualitative_electrofishing_presence indicated,"Brook Trout, Wild",GLASTONBURY,4008,179142000,54,Hartford,-72.51613,41.6574600000001
60012,18050,2008,Blackberry River,Qualitative_electrofishing_presence indicated,"Brook Trout, Wild",NORTH CANAAN,6100,180502008,2,Litchfield,-73.31191,42.0134600000001
60021,18061,2016,Shepaug River,Qualitative_electrofishing_presence indicated,"Brook Trout, Wild",WASHINGTON,6700,180612016,7,Litchfield,-73.297,41.6900000000001
60033,18062,2013,Shepaug River,Qualitative_electrofishing_presence indicated,"Brook Trout, Wild",WASHINGTON,6700,180622013,2,Litchfield,-73.32589,41.61319
60057,18125,1998,Beacon Hill Brook,Qualitative_electrofishing_presence indicated,"Brook Trout, Wild",NAUGATUCK,6918,181251998,3,New Haven,-73.02861,41.4675
60065,18125,1999,Beacon Hill Brook,Qualitative_electrofishing_presence indicated,"Brook Trout, Wild",NAUGATUCK,6918,181251999,9,New Haven,-73.02861,41.4675
60071,18125,2003,Beacon Hill Brook,Qualitative_electrofishing_presence indicated,"Brook Trout, Wild",NAUGATUCK,6918,181252003,3,New Haven,-73.02861,41.4675
60098,18125,2007,Beacon Hill Brook,Qualitative_electrofishing_presence indicated,"Brook Trout, Wild",NAUGATUCK,6918,181252007,101,New Haven,-73.02861,41.4675
60123,18125,2010,Beacon Hill Brook,Qualitative_electrofishing_presence indicated,"Brook Trout, Wild",NAUGATUCK,6918,181252010,2,New Haven,-73.02861,41.4675
60140,18125,2012,Beacon Hill Brook,Qualitative_electrofishing_presence indicated,"Brook Trout, Wild",NAUGATUCK,6918,181252012,2,New Haven,-73.02861,41.4675
60148,18125,2013,Beacon Hill Brook,Qualitative_electrofishing_presence indicated,"Brook Trout, Wild",NAUGATUCK,6918,181252013,3,New Haven,-73.02861,41.4675
60156,18125,2014,Beacon Hill Brook,Qualitative_electrofishing_presence indicated,"Brook Trout, Wild",NAUGATUCK,6918,181252014,7,New Haven,-73.02861,41.4675
60164,18125,2015,Beacon Hill Brook,Qualitative_electrofishing_presence indicated,"Brook Trout, Wild",NAUGATUCK,6918,181252015,2,New Haven,-73.02861,41.4675
60177,18126,1999,Beacon Hill Brook,Qualitative_electrofishing_presence indicated,"Brook Trout, Wild",BEACON FALLS,6918,181261999,2,New Haven,-73.03944,41.46639
60186,18126,2000,Beacon Hill Brook,Qualitative_electrofishing_presence indicated,"Brook Trout, Wild",BEACON FALLS,6918,181262000,3,New Haven,-73.03944,41.46639
60194,18126,2002,Beacon Hill Brook,Qualitative_electrofishing_presence indicated,"Brook Trout, Wild",BEACON FALLS,6918,181262002,2,New Haven,-73.03944,41.46639
60204,18126,2003,Beacon Hill Brook,Qualitative_electrofishing_presence indicated,"Brook Trout, Wild",BEACON FALLS,6918,181262003,2,New Haven,-73.03944,41.46639
60221,18126,2007,Beacon Hill Brook,Qualitative_electrofishing_presence indicated,"Brook Trout, Wild",BEACON FALLS,6918,181262007,101,New Haven,-73.03944,41.46639
60252,18126,2011,Beacon Hill Brook,Qualitative_electrofishing_presence indicated,"Brook Trout, Wild",BEACON FALLS,6918,181262011,1,New Haven,-73.03944,41.46639
60261,18126,2013,Beacon Hill Brook,Qualitative_electrofishing_presence indicated,"Brook Trout, Wild",BEACON FALLS,6918,181262013,1,New Haven,-73.03944,41.46639
60273,18126,2015,Beacon Hill Brook,Qualitative_electrofishing_presence indicated,"Brook Trout, Wild",BEACON FALLS,6918,181262015,3,New Haven,-73.03944,41.46639
60283,18127,2002,Beacon Hill Brook,Qualitative_electrofishing_presence indicated,"Brook Trout, Wild",BETHANY,6918,181272002,64,New Haven,-73.00195,41.4669500000001
60294,18127,2003,Beacon Hill Brook,Qualitative_electrofishing_presence indicated,"Brook Trout, Wild",BETHANY,6918,181272003,39,New Haven,-73.00195,41.4669500000001
